Station,month,latitude,longitude,groundwater_level_m,groundwater_readings,rainfall_mm,rainfall_readings,rainfall_stations,rainfall_available,gw_lag_1,gw_lag_2,gw_lag_3,gw_rolling_3,gw_change_1m,rain_lag_1,rain_lag_2,rain_lag_3,rain_rolling_3,month_num,year,target_gw_next_month,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Amaram_1,2024-08-01,11.839319,77.960473,-0.02,116,197.75,95.0,2.0,1,-0.01,-0.01,0.0,-0.0133333333333333,-0.01,68.25,131.0,192.0,397.0,8,2024,-0.03,2024-08,0.5843,0.3551,30.4977,18.0872,0.243
Amaram_1,2024-09-01,11.839319,77.960473,-0.03,120,28.0,17.0,2.0,1,-0.02,-0.01,-0.01,-0.02,-0.0099999999999999,197.75,68.25,131.0,294.0,9,2024,-0.03,2024-09,0.5558,0.3538,35.8729,15.0606,0.1814
Amaram_1,2024-10-01,11.839319,77.960473,-0.03,124,207.75,113.0,2.0,1,-0.03,-0.02,-0.01,-0.0266666666666666,0.0,28.0,197.75,68.25,433.5,10,2024,1.04,2024-10,0.6854,0.4892,29.4292,20.8153,0.273
Amaram_1,2024-11-01,11.839319,77.960473,1.04,116,43.25,50.0,2.0,1,-0.03,-0.03,-0.02,0.3266666666666666,1.07,207.75,28.0,197.75,279.0,11,2024,11.23,2024-11,0.6561,0.374,27.2683,14.9078,0.2319
Amaram_1,2024-12-01,11.839319,77.960473,11.23,120,98.25,86.0,2.0,1,1.04,-0.03,-0.03,4.08,10.19,43.25,207.75,28.0,349.25,12,2024,27.345,2024-12,0.6917,0.4487,26.7893,18.4556,0.2711
Amaram_1,2025-01-01,11.839319,77.960473,27.345,124,5.75,8.0,2.0,1,11.23,1.04,-0.03,13.204999999999998,16.115,98.25,43.25,207.75,147.25,1,2025,8.11,2025-01,0.602,0.3524,27.6982,14.5247,0.1995
Amaram_1,2025-02-01,11.839319,77.960473,8.11,61,,,,0,27.345,11.23,1.04,15.561666666666667,-19.235,5.75,98.25,43.25,104.0,2,2025,-0.06,2025-02,0.4553,0.2609,32.2591,7.9301,0.1353
Amaram_1,2025-03-01,11.839319,77.960473,-0.06,124,13.25,21.0,2.0,1,8.11,27.345,11.23,11.798333333333332,-8.17,,5.75,98.25,19.0,3,2025,-0.06,2025-03,0.4128,0.2411,34.4157,4.9975,0.1205
Amaram_1,2025-04-01,11.839319,77.960473,-0.06,116,14.0,7.0,2.0,1,-0.06,8.11,27.345,2.663333333333333,0.0,13.25,,5.75,27.25,4,2025,3.3,2025-04,0.4897,0.2937,34.5543,5.4206,0.1412
Amaram_1,2025-05-01,11.839319,77.960473,3.3,120,216.0,75.0,2.0,1,-0.06,-0.06,8.11,1.0599999999999998,3.36,14.0,13.25,,243.25,5,2025,46.02,2025-05,0.5927,0.3797,30.8432,10.8524,0.2193
Amaram_1,2025-06-01,11.839319,77.960473,46.02,117,69.0,32.0,2.0,1,3.3,-0.06,-0.06,16.42,42.720000000000006,216.0,14.0,13.25,299.0,6,2025,46.02,2025-06,0.6264,0.4175,29.0957,14.5954,0.214
Amaram_1,2025-07-01,11.839319,77.960473,46.02,57,16.25,15.0,2.0,1,46.02,3.3,-0.06,31.78,0.0,69.0,216.0,14.0,301.25,7,2025,45.19,2025-07,0.5899,0.3304,32.7031,12.766,0.1829
Amaram_1,2025-08-01,11.839319,77.960473,45.19,101,84.25,46.0,2.0,1,46.02,46.02,3.3,45.74333333333334,-0.8300000000000054,16.25,69.0,216.0,169.5,8,2025,43.9,2025-08,0.4927,0.3351,34.1058,14.0221,0.2057
Amaram_1,2025-09-01,11.839319,77.960473,43.9,116,59.75,37.0,2.0,1,45.19,46.02,46.02,45.03666666666667,-1.2899999999999991,84.25,16.25,69.0,160.25,9,2025,46.0,2025-09,0.6237,0.4361,29.0455,15.5157,0.2246
Ammapet_1,2024-06-01,11.661554,78.200273,425.335,120,131.0,63.0,2.0,1,406.485,407.52,410.27,413.1133333333334,18.850000000000023,192.0,6.0,,329.0,6,2024,424.5,2024-06,0.5707,0.3815,31.4493,13.6704,0.2298
Ammapet_1,2024-07-01,11.661554,78.200273,424.5,124,68.25,55.0,2.0,1,425.335,406.485,407.52,418.77333333333337,-0.8350000000000364,131.0,192.0,6.0,391.25,7,2024,435.53,2024-07,0.5107,0.3511,32.8959,15.1603,0.1933
Ammapet_1,2024-08-01,11.661554,78.200273,435.53,116,197.75,95.0,2.0,1,424.5,425.335,406.485,428.455,11.029999999999973,68.25,131.0,192.0,397.0,8,2024,431.41,2024-08,0.5975,0.4127,30.6988,18.5341,0.2473
Ammapet_1,2024-09-01,11.661554,78.200273,431.41,116,28.0,17.0,2.0,1,435.53,424.5,425.335,430.48,-4.1200000000000045,197.75,68.25,131.0,294.0,9,2024,433.075,2024-09,0.538,0.3343,33.9969,15.4215,0.1854
Ammapet_1,2024-10-01,11.661554,78.200273,433.075,124,207.75,113.0,2.0,1,431.41,435.53,424.5,433.3383333333333,1.6650000000000205,28.0,197.75,68.25,433.5,10,2024,432.43,2024-10,0.6125,0.3956,29.872,19.3799,0.2627
Ammapet_1,2024-11-01,11.661554,78.200273,432.43,112,43.25,50.0,2.0,1,433.075,431.41,435.53,432.305,-0.6449999999999818,207.75,28.0,197.75,279.0,11,2024,437.97,2024-11,0.3028,0.2107,28.4636,14.4105,0.224
Ammapet_1,2024-12-01,11.661554,78.200273,437.97,120,98.25,86.0,2.0,1,432.43,433.075,431.41,434.4916666666666,5.5400000000000205,43.25,207.75,28.0,349.25,12,2024,430.035,2024-12,0.5816,0.3442,27.4544,18.1263,0.2709
Ammapet_1,2025-01-01,11.661554,78.200273,430.035,116,5.75,8.0,2.0,1,437.97,432.43,433.075,433.4783333333333,-7.935000000000059,98.25,43.25,207.75,147.25,1,2025,424.595,2025-01,0.54,0.3174,27.1183,12.8918,0.2001
Ammapet_1,2025-02-01,11.661554,78.200273,424.595,40,,,,0,430.035,437.97,432.43,430.8666666666666,-5.439999999999941,5.75,98.25,43.25,104.0,2,2025,415.945,2025-02,0.4641,0.2558,30.6006,8.7293,0.1322
Ammapet_1,2025-03-01,11.661554,78.200273,415.945,120,13.25,21.0,2.0,1,424.595,430.035,437.97,423.525,-8.650000000000034,,5.75,98.25,19.0,3,2025,412.19,2025-03,0.4431,0.2597,33.5496,6.1025,0.1141
Ammapet_1,2025-04-01,11.661554,78.200273,412.19,96,14.0,7.0,2.0,1,415.945,424.595,430.035,417.57666666666665,-3.754999999999996,13.25,,5.75,27.25,4,2025,410.045,2025-04,0.4841,0.2989,33.124,6.0913,0.1219
Ammapet_1,2025-05-01,11.661554,78.200273,410.045,108,216.0,75.0,2.0,1,412.19,415.945,424.595,412.7266666666666,-2.1450000000000387,14.0,13.25,,243.25,5,2025,416.59,2025-05,0.5225,0.3181,32.1321,9.3215,0.2055
Ammapet_1,2025-06-01,11.661554,78.200273,416.59,86,69.0,32.0,2.0,1,410.045,412.19,415.945,412.94166666666666,6.545000000000073,216.0,14.0,13.25,299.0,6,2025,416.425,2025-06,0.54,0.3721,29.0776,11.5647,0.1915
Ammapet_1,2025-07-01,11.661554,78.200273,416.425,36,16.25,15.0,2.0,1,416.59,410.045,412.19,414.3533333333333,-0.1650000000000773,69.0,216.0,14.0,301.25,7,2025,413.98,2025-07,0.5642,0.3244,29.9354,12.2197,0.1705
Ammapet_1,2025-08-01,11.661554,78.200273,413.98,101,84.25,46.0,2.0,1,416.425,416.59,410.045,415.665,-2.4449999999999363,16.25,69.0,216.0,169.5,8,2025,412.045,2025-08,0.5416,0.3947,31.305,15.0103,0.1928
Ammapet_1,2025-09-01,11.661554,78.200273,412.045,112,59.75,37.0,2.0,1,413.98,416.425,416.59,414.15,-1.9350000000000025,84.25,16.25,69.0,160.25,9,2025,416.56,2025-09,0.5717,0.3682,30.2071,15.5902,0.2189
Ammapet_1,2025-10-01,11.661554,78.200273,416.56,21,107.25,86.0,2.0,1,412.045,413.98,416.425,414.195,4.514999999999986,59.75,84.25,16.25,251.25,10,2025,420.95,2025-10,0.5808,0.4256,29.1494,18.6699,0.2609
Ammapet_1,2025-11-01,11.661554,78.200273,420.95,25,279.75,64.0,2.0,1,416.56,412.045,413.98,416.5183333333334,4.389999999999986,107.25,59.75,84.25,446.75,11,2025,418.523,2025-11,0.6003,0.4007,28.6369,18.5228,0.2096
Ariyampatti,2021-04-01,11.7172,77.9117,-16.21,121,,,,0,-13.412,-12.107,-10.11,-13.909666666666666,-2.798,,,,,4,2021,-19.3495,2021-04,0.4116,0.246,39.0058,5.5541,0.1445
Ariyampatti,2021-05-01,11.7172,77.9117,-19.3495,124,,,,0,-16.21,-13.412,-12.107,-16.323833333333333,-3.139499999999998,,,,,5,2021,-24.54,2021-05,0.4066,0.2393,39.4958,7.2004,0.158
Ariyampatti,2021-06-01,11.7172,77.9117,-24.54,120,,,,0,-19.3495,-16.21,-13.412,-20.033166666666663,-5.1905,,,,,6,2021,-25.865,2021-06,0.5071,0.2803,39.7935,8.8856,0.167
Ariyampatti,2021-07-01,11.7172,77.9117,-25.865,116,,,,0,-24.54,-19.3495,-16.21,-23.251500000000004,-1.3250000000000028,,,,,7,2021,-23.333,2021-07,0.5345,0.3653,32.1862,12.377,0.2272
Ariyampatti,2021-08-01,11.7172,77.9117,-23.333,125,,,,0,-25.865,-24.54,-19.3495,-24.57933333333333,2.532000000000004,,,,,8,2021,-19.802,2021-08,0.532,0.3294,35.4844,13.3639,0.1914
Ariyampatti,2021-09-01,11.7172,77.9117,-19.802,103,3.5,1.0,1.0,1,-23.333,-25.865,-24.54,-23.0,3.530999999999999,,,,3.5,9,2021,-12.6185,2021-09,0.5958,0.4035,34.9169,15.5864,0.2348
Ariyampatti,2021-10-01,11.7172,77.9117,-12.6185,124,24.0,8.0,1.0,1,-19.802,-23.333,-25.865,-18.5845,7.183499999999999,3.5,,,27.5,10,2021,-7.4745,2021-10,0.6784,0.5027,30.7602,19.7034,0.2813
Ariyampatti,2021-11-01,11.7172,77.9117,-7.4745,120,152.0,111.0,2.0,1,-12.6185,-19.802,-23.333,-13.298333333333334,5.144000000000001,24.0,3.5,,179.5,11,2021,-3.6785,2021-11,0.3499,0.2547,29.6566,19.0688,0.3381
Ariyampatti,2021-12-01,11.7172,77.9117,-3.6785,124,6.5,2.0,1.0,1,-7.4745,-12.6185,-19.802,-7.923833333333333,3.796,152.0,24.0,3.5,182.5,12,2021,-3.675,2021-12,0.6829,0.4288,29.6414,17.9809,0.2761
Ariyampatti,2022-01-01,11.7172,77.9117,-3.675,124,0.5,1.0,1.0,1,-3.6785,-7.4745,-12.6185,-4.942666666666667,0.0035000000000002,6.5,152.0,24.0,159.0,1,2022,-4.7115,2022-01,0.5528,0.3481,30.6146,15.5103,0.2101
Ariyampatti,2022-02-01,11.7172,77.9117,-4.7115,112,,,,0,-3.675,-3.6785,-7.4745,-4.021666666666667,-1.0365000000000002,0.5,6.5,152.0,7.0,2,2022,-5.8165,2022-02,0.4208,0.2445,36.6241,7.8407,0.1414
Ariyampatti,2022-03-01,11.7172,77.9117,-5.8165,124,1900.25,14.0,2.0,1,-4.7115,-3.675,-3.6785,-4.734333333333333,-1.1049999999999995,,0.5,6.5,1900.75,3,2022,-6.396,2022-03,0.3602,0.2211,39.906,5.5568,0.1253
Ariyampatti,2022-04-01,11.7172,77.9117,-6.396,117,79.25,38.0,2.0,1,-5.8165,-4.7115,-3.675,-5.641333333333333,-0.5795000000000003,1900.25,,0.5,1979.5,4,2022,-7.271,2022-04,0.389,0.2426,40.0442,6.4196,0.1472
Ariyampatti,2022-05-01,11.7172,77.9117,-7.271,31,24.0,2.0,1.0,1,-6.396,-5.8165,-4.7115,-6.4945,-0.875,79.25,1900.25,,2003.5,5,2022,-7.174,2022-05,0.5118,0.3289,36.7076,10.6792,0.2129
Ariyampatti,2022-06-01,11.7172,77.9117,-7.174,120,82.0,35.0,2.0,1,-7.271,-6.396,-5.8165,-6.947,0.0970000000000004,24.0,79.25,1900.25,185.25,6,2022,-6.906000000000001,2022-06,0.6408,0.4253,33.1505,14.3103,0.2061
Ariyampatti,2022-07-01,11.7172,77.9117,-6.906000000000001,124,53.0,55.0,2.0,1,-7.174,-7.271,-6.396,-7.117,0.2679999999999989,82.0,24.0,79.25,159.0,7,2022,-6.129,2022-07,0.5808,0.4126,36.364,14.5961,0.2206
Ariyampatti,2022-08-01,11.7172,77.9117,-6.129,124,214.75,92.0,2.0,1,-6.906000000000001,-7.174,-7.271,-6.7363333333333335,0.777000000000001,53.0,82.0,24.0,349.75,8,2022,-2.7615,2022-08,0.5577,0.3519,34.887,17.4401,0.2599
Ariyampatti,2022-09-01,11.7172,77.9117,-2.7615,120,15.25,26.0,2.0,1,-6.129,-6.906000000000001,-7.174,-5.2655,3.3675,214.75,53.0,82.0,283.0,9,2022,-2.1655,2022-09,0.4336,0.3025,36.6152,17.8465,0.2603
Ariyampatti,2022-10-01,11.7172,77.9117,-2.1655,120,126.5,64.0,2.0,1,-2.7615,-6.129,-6.906000000000001,-3.685333333333334,0.5960000000000001,15.25,214.75,53.0,356.5,10,2022,-1.0785,2022-10,0.6199,0.4438,29.7712,18.984,0.2781
Ariyampatti,2022-11-01,11.7172,77.9117,-1.0785,120,101.25,71.0,2.0,1,-2.1655,-2.7615,-6.129,-2.0018333333333334,1.0869999999999995,126.5,15.25,214.75,243.0,11,2022,-1.227,2022-11,0.672,0.4301,29.5473,19.9879,0.2789
Ariyampatti,2022-12-01,11.7172,77.9117,-1.227,117,51.0,67.0,2.0,1,-1.0785,-2.1655,-2.7615,-1.4903333333333335,-0.1485,101.25,126.5,15.25,278.75,12,2022,-1.441,2022-12,0.6039,0.3704,29.7927,15.1494,0.2692
Ariyampatti,2023-01-01,11.7172,77.9117,-1.441,113,2.5,7.0,2.0,1,-1.227,-1.0785,-2.1655,-1.2488333333333337,-0.2139999999999999,51.0,101.25,126.5,154.75,1,2023,-1.7115,2023-01,0.5604,0.3173,30.8734,9.3571,0.1973
Ariyampatti,2023-02-01,11.7172,77.9117,-1.7115,108,5.0,4.0,1.0,1,-1.441,-1.227,-1.0785,-1.4598333333333338,-0.2704999999999999,2.5,51.0,101.25,58.5,2,2023,-2.1675,2023-02,0.4138,0.2553,35.6907,6.1142,0.1443
Ariyampatti,2023-03-01,11.7172,77.9117,-2.1675,104,48.75,17.0,2.0,1,-1.7115,-1.441,-1.227,-1.7733333333333334,-0.4559999999999999,5.0,2.5,51.0,56.25,3,2023,-2.787,2023-03,0.4125,0.2489,38.1618,5.3986,0.1374
Ariyampatti,2023-04-01,11.7172,77.9117,-2.787,116,32.0,14.0,2.0,1,-2.1675,-1.7115,-1.441,-2.222,-0.6194999999999999,48.75,5.0,2.5,85.75,4,2023,-2.99,2023-04,0.4055,0.2287,40.8903,4.6519,0.1261
Ariyampatti,2023-05-01,11.7172,77.9117,-2.99,124,95.75,64.0,2.0,1,-2.787,-2.1675,-1.7115,-2.648166666666667,-0.2030000000000003,32.0,48.75,5.0,176.5,5,2023,-3.5235000000000003,2023-05,0.489,0.3165,36.0563,12.4622,0.1888
Ariyampatti,2023-06-01,11.7172,77.9117,-3.5235000000000003,120,35.5,20.0,2.0,1,-2.99,-2.787,-2.1675,-3.100166666666667,-0.5335000000000001,95.75,32.0,48.75,163.25,6,2023,-3.6435,2023-06,0.5086,0.3093,38.1364,11.7478,0.1744
Ariyampatti,2023-07-01,11.7172,77.9117,-3.6435,124,51.25,60.0,2.0,1,-3.5235000000000003,-2.99,-2.787,-3.3856666666666677,-0.1199999999999996,35.5,95.75,32.0,182.5,7,2023,-4.425,2023-07,0.5102,0.3363,38.569,10.2695,0.1751
Ariyampatti,2023-08-01,11.7172,77.9117,-4.425,124,96.5,37.0,2.0,1,-3.6435,-3.5235000000000003,-2.99,-3.8640000000000008,-0.7814999999999999,51.25,35.5,95.75,183.25,8,2023,-4.266,2023-08,0.4639,0.2589,39.9026,8.0275,0.1591
Ariyampatti,2023-09-01,11.7172,77.9117,-4.266,118,262.5,90.0,2.0,1,-4.425,-3.6435,-3.5235000000000003,-4.1115,0.1589999999999998,96.5,51.25,35.5,410.25,9,2023,-4.3705,2023-09,0.5595,0.3827,35.276,13.9102,0.239
Ariyampatti,2023-10-01,11.7172,77.9117,-4.3705,106,121.5,59.0,2.0,1,-4.266,-4.425,-3.6435,-4.353833333333334,-0.1044999999999998,262.5,96.5,51.25,480.5,10,2023,-4.2075,2023-10,0.6764,0.4882,32.3985,16.5471,0.1877
Ariyampatti,2023-11-01,11.7172,77.9117,-4.2075,120,127.0,92.0,2.0,1,-4.3705,-4.266,-4.425,-4.281333333333333,0.1630000000000002,121.5,262.5,96.5,511.0,11,2023,-4.5225,2023-11,0.6689,0.4744,29.0435,18.4235,0.2371
Ariyampatti,2023-12-01,11.7172,77.9117,-4.5225,122,4.5,9.0,2.0,1,-4.2075,-4.3705,-4.266,-4.366833333333333,-0.3150000000000004,127.0,121.5,262.5,253.0,12,2023,-5.2745,2023-12,0.649,0.4069,30.4292,11.9075,0.1814
Ariyampatti,2024-01-01,11.7172,77.9117,-5.2745,122,21.25,20.0,2.0,1,-4.5225,-4.2075,-4.3705,-4.668166666666667,-0.7519999999999998,4.5,127.0,121.5,152.75,1,2024,-6.166,2024-01,0.4654,0.2922,32.105,8.6897,0.1468
Ariyampatti,2024-02-01,11.7172,77.9117,-6.166,114,,,,0,-5.2745,-4.5225,-4.2075,-5.321000000000001,-0.8915000000000006,21.25,4.5,127.0,25.75,2,2024,-7.237,2024-02,0.3849,0.2318,36.4346,5.2199,0.1047
Ariyampatti,2024-03-01,11.7172,77.9117,-7.237,124,,,,0,-6.166,-5.2745,-4.5225,-6.225833333333334,-1.0709999999999995,,21.25,4.5,21.25,3,2024,-8.2345,2024-03,0.3423,0.2065,39.3531,2.8509,0.086
Ariyampatti,2024-04-01,11.7172,77.9117,-8.2345,120,6.0,2.0,1.0,1,-7.237,-6.166,-5.2745,-7.212500000000001,-0.9975000000000004,,,21.25,6.0,4,2024,-8.253,2024-04,0.3307,0.2023,42.1071,2.3921,0.0858
Ariyampatti,2024-05-01,11.7172,77.9117,-8.253,122,192.0,72.0,2.0,1,-8.2345,-7.237,-6.166,-7.908166666666666,-0.0184999999999995,6.0,,,198.0,5,2024,-7.761,2024-05,0.4505,0.2675,39.6361,7.7936,0.191
Ariyampatti,2024-06-01,11.7172,77.9117,-7.761,120,131.0,63.0,2.0,1,-8.253,-8.2345,-7.237,-8.082833333333335,0.492,192.0,6.0,,329.0,6,2024,-7.163,2024-06,0.5926,0.4228,34.7442,12.4032,0.2174
Ariyampatti,2024-07-01,11.7172,77.9117,-7.163,120,68.25,55.0,2.0,1,-7.761,-8.253,-8.2345,-7.725666666666668,0.5979999999999999,131.0,192.0,6.0,391.25,7,2024,-6.602,2024-07,0.573,0.3898,32.042,15.8134,0.1942
Ariyampatti,2024-08-01,11.7172,77.9117,-6.602,116,197.75,95.0,2.0,1,-7.163,-7.761,-8.253,-7.175333333333335,0.5609999999999999,68.25,131.0,192.0,397.0,8,2024,-6.787,2024-08,0.5919,0.3688,31.5714,17.3217,0.2435
Ariyampatti,2024-09-01,11.7172,77.9117,-6.787,117,28.0,17.0,2.0,1,-6.602,-7.163,-7.761,-6.850666666666668,-0.1849999999999996,197.75,68.25,131.0,294.0,9,2024,-5.501,2024-09,0.4888,0.3066,36.3949,13.2683,0.1825
Ariyampatti,2024-10-01,11.7172,77.9117,-5.501,124,207.75,113.0,2.0,1,-6.787,-6.602,-7.163,-6.296666666666667,1.2860000000000005,28.0,197.75,68.25,433.5,10,2024,-5.426,2024-10,0.6933,0.5271,30.5671,19.6402,0.2699
Ariyampatti,2024-11-01,11.7172,77.9117,-5.426,118,43.25,50.0,2.0,1,-5.501,-6.787,-6.602,-5.904666666666667,0.0749999999999992,207.75,28.0,197.75,279.0,11,2024,-4.974,2024-11,0.639,0.4683,29.2836,14.6743,0.231
Ariyampatti,2024-12-01,11.7172,77.9117,-4.974,120,98.25,86.0,2.0,1,-5.426,-5.501,-6.787,-5.300333333333334,0.4519999999999999,43.25,207.75,28.0,349.25,12,2024,-5.344,2024-12,0.6813,0.4389,27.3409,17.5485,0.2652
Ariyampatti,2025-01-01,11.7172,77.9117,-5.344,116,5.75,8.0,2.0,1,-4.974,-5.426,-5.501,-5.248000000000001,-0.3700000000000001,98.25,43.25,207.75,147.25,1,2025,-6.247,2025-01,0.5834,0.3681,28.6515,13.1394,0.1953
Ariyampatti,2025-02-01,11.7172,77.9117,-6.247,112,,,,0,-5.344,-4.974,-5.426,-5.521666666666667,-0.9029999999999996,5.75,98.25,43.25,104.0,2,2025,-7.141,2025-02,0.4263,0.2419,33.2122,7.4189,0.1297
Ariyampatti,2025-03-01,11.7172,77.9117,-7.141,115,13.25,21.0,2.0,1,-6.247,-5.344,-4.974,-6.244000000000001,-0.8940000000000001,,5.75,98.25,19.0,3,2025,-7.234500000000001,2025-03,0.3836,0.2338,35.9196,4.4251,0.1174
Ariyampatti,2025-04-01,11.7172,77.9117,-7.234500000000001,62,14.0,7.0,2.0,1,-7.141,-6.247,-5.344,-6.874166666666667,-0.0935000000000005,13.25,,5.75,27.25,4,2025,-5.408,2025-04,0.4617,0.2707,35.2087,4.6356,0.1361
Ariyampatti,2025-08-01,11.7172,77.9117,-5.408,27,84.25,46.0,2.0,1,-7.234500000000001,-7.141,-6.247,-6.594500000000001,1.8265,14.0,13.25,,111.5,8,2025,-5.256,2025-08,0.498,0.3608,33.1448,13.8475,0.1985
Ariyampatti,2025-09-01,11.7172,77.9117,-5.256,114,59.75,37.0,2.0,1,-5.408,-7.234500000000001,-7.141,-5.966166666666669,0.1520000000000001,84.25,14.0,13.25,158.0,9,2025,-3.057,2025-09,0.6111,0.4841,29.6244,15.5211,0.2157
Ariyampatti,2025-10-01,11.7172,77.9117,-3.057,57,107.25,86.0,2.0,1,-5.256,-5.408,-7.234500000000001,-4.573666666666668,2.1990000000000003,59.75,84.25,14.0,251.25,10,2025,-2.135,2025-10,0.6961,0.5116,28.6357,19.5048,0.2735
Ariyampatti,2025-11-01,11.7172,77.9117,-2.135,103,279.75,64.0,2.0,1,-3.057,-5.256,-5.408,-3.4826666666666672,0.9220000000000002,107.25,59.75,84.25,446.75,11,2025,-2.681,2025-11,0.6959,0.5182,28.3055,19.6697,0.2202
Avaniperur Keelmugam,2024-06-01,11.596685,77.848759,148.17,120,131.0,63.0,2.0,1,-6.73,-8.085,-5.95,44.45166666666666,154.89999999999998,192.0,6.0,,329.0,6,2024,147.625,2024-06,0.5932,0.4144,34.159,13.3975,0.2145
Avaniperur Keelmugam,2024-07-01,11.596685,77.848759,147.625,124,68.25,55.0,2.0,1,148.17,-6.73,-8.085,96.355,-0.5449999999999875,131.0,192.0,6.0,391.25,7,2024,1.0,2024-07,0.6433,0.4734,33.0719,16.0947,0.1939
Avaniperur Keelmugam,2024-08-01,11.596685,77.848759,1.0,108,197.75,95.0,2.0,1,147.625,148.17,-6.73,98.93166666666669,-146.625,68.25,131.0,192.0,397.0,8,2024,1.0,2024-08,0.6444,0.4219,31.0515,18.4991,0.2382
Avaniperur Keelmugam,2024-09-01,11.596685,77.848759,1.0,120,28.0,17.0,2.0,1,1.0,147.625,148.17,49.875,0.0,197.75,68.25,131.0,294.0,9,2024,1.0,2024-09,0.5515,0.3508,35.0731,14.4963,0.1747
Avaniperur Keelmugam,2024-10-01,11.596685,77.848759,1.0,123,207.75,113.0,2.0,1,1.0,1.0,147.625,1.0,0.0,28.0,197.75,68.25,433.5,10,2024,1.0,2024-10,0.5994,0.3915,31.2653,18.1199,0.2666
Avaniperur Keelmugam,2024-11-01,11.596685,77.848759,1.0,117,43.25,50.0,2.0,1,1.0,1.0,1.0,1.0,0.0,207.75,28.0,197.75,279.0,11,2024,1.0,2024-11,0.6305,0.4685,29.1319,13.8091,0.2271
Avaniperur Keelmugam,2024-12-01,11.596685,77.848759,1.0,124,98.25,86.0,2.0,1,1.0,1.0,1.0,1.0,0.0,43.25,207.75,28.0,349.25,12,2024,1.0,2024-12,0.6446,0.4244,28.0282,17.9402,0.2537
Avaniperur Keelmugam,2025-01-01,11.596685,77.848759,1.0,120,5.75,8.0,2.0,1,1.0,1.0,1.0,1.0,0.0,98.25,43.25,207.75,147.25,1,2025,1.0,2025-01,0.5476,0.3506,28.6773,12.6739,0.1844
Avaniperur Keelmugam,2025-02-01,11.596685,77.848759,1.0,67,,,,0,1.0,1.0,1.0,1.0,0.0,5.75,98.25,43.25,104.0,2,2025,1.0,2025-02,0.4199,0.2411,33.1739,7.6557,0.1244
Avaniperur Keelmugam,2025-03-01,11.596685,77.848759,1.0,122,13.25,21.0,2.0,1,1.0,1.0,1.0,1.0,0.0,,5.75,98.25,19.0,3,2025,1.0,2025-03,0.4018,0.2413,35.2238,4.9972,0.1185
Avaniperur Keelmugam,2025-04-01,11.596685,77.848759,1.0,112,14.0,7.0,2.0,1,1.0,1.0,1.0,1.0,0.0,13.25,,5.75,27.25,4,2025,1.0,2025-04,0.4931,0.309,34.5064,5.8071,0.1331
Avaniperur Keelmugam,2025-05-01,11.596685,77.848759,1.0,116,216.0,75.0,2.0,1,1.0,1.0,1.0,1.0,0.0,14.0,13.25,,243.25,5,2025,1.0,2025-05,0.5013,0.3287,35.9121,9.7107,0.1983
Avaniperur Keelmugam,2025-06-01,11.596685,77.848759,1.0,86,69.0,32.0,2.0,1,1.0,1.0,1.0,1.0,0.0,216.0,14.0,13.25,299.0,6,2025,1.0,2025-06,0.5041,0.3204,33.9348,10.93,0.1882
Avaniperur Keelmugam,2025-09-01,11.596685,77.848759,1.0,1,59.75,37.0,2.0,1,1.0,1.0,1.0,1.0,0.0,69.0,216.0,14.0,344.75,9,2025,-4.919,2025-09,0.6211,0.431,30.9738,16.4848,0.207
Avaniperur Keelmugam,2025-11-01,11.596685,77.848759,-4.919,25,279.75,64.0,2.0,1,1.0,1.0,1.0,-0.973,-5.919,59.75,69.0,216.0,408.5,11,2025,-5.204,2025-11,0.6176,0.4294,30.0986,18.5321,0.2127
Ayodhiyapattinam,2021-04-01,11.6731,78.2467,-15.885,121,,,,0,-17.454500000000003,-0.229,3.889,-11.1895,1.5695000000000032,,,,,4,2021,-17.69,2021-04,0.4742,0.2945,36.014,6.6645,0.1315
Ayodhiyapattinam,2021-05-01,11.6731,78.2467,-17.69,124,,,,0,-15.885,-17.454500000000003,-0.229,-17.009833333333336,-1.8050000000000013,,,,,5,2021,-16.993000000000002,2021-05,0.5224,0.3279,36.9225,9.0176,0.1527
Ayodhiyapattinam,2021-06-01,11.6731,78.2467,-16.993000000000002,120,,,,0,-17.69,-15.885,-17.454500000000003,-16.856,0.6969999999999992,,,,,6,2021,-11.997,2021-06,0.547,0.3296,35.6664,10.8269,0.1699
Ayodhiyapattinam,2021-07-01,11.6731,78.2467,-11.997,114,,,,0,-16.993000000000002,-17.69,-15.885,-15.560000000000002,4.996000000000002,,,,,7,2021,-12.394,2021-07,0.6424,0.4447,31.3972,15.5466,0.2416
Ayodhiyapattinam,2021-08-01,11.6731,78.2467,-12.394,125,,,,0,-11.997,-16.993000000000002,-17.69,-13.794666666666666,-0.3970000000000002,,,,,8,2021,-11.759,2021-08,0.6634,0.4024,32.4868,14.8689,0.2091
Ayodhiyapattinam,2021-09-01,11.6731,78.2467,-11.759,107,3.5,1.0,1.0,1,-12.394,-11.997,-16.993000000000002,-12.05,0.6349999999999998,,,,3.5,9,2021,-9.8455,2021-09,0.6784,0.4225,32.3388,16.1972,0.2464
