Station,month,latitude,longitude,groundwater_level_m,groundwater_readings,rainfall_mm,rainfall_readings,rainfall_stations,rainfall_available,gw_lag_1,gw_lag_2,gw_lag_3,gw_rolling_3,gw_change_1m,rain_lag_1,rain_lag_2,rain_lag_3,rain_rolling_3,month_num,year,target_gw_next_month,month_ym,ndvi,evi,lst_celsius,et_mm,soil_moisture
Illupanatham_1,2024-10-01,11.5108,78.7581,-59.8745,124,207.75,113.0,2.0,1,-59.825,-59.761,-59.74,-59.820166666666665,-0.0494999999999947,28.0,197.75,68.25,433.5,10,2024,-12.908,2024-10,0.7417,0.5541,30.1219,20.639,0.2426
Illupanatham_1,2024-11-01,11.5108,78.7581,-12.908,118,43.25,50.0,2.0,1,-59.8745,-59.825,-59.761,-44.20250000000001,46.9665,207.75,28.0,197.75,279.0,11,2024,-17.067500000000003,2024-11,0.519,0.387,28.2497,17.0133,0.2203
Illupanatham_1,2024-12-01,11.5108,78.7581,-17.067500000000003,116,98.25,86.0,2.0,1,-12.908,-59.8745,-59.825,-29.95,-4.159500000000001,43.25,207.75,28.0,349.25,12,2024,-2.76,2024-12,0.6274,0.4325,28.2287,17.9601,0.2737
Illupanatham_1,2025-01-01,11.5108,78.7581,-2.76,1,5.75,8.0,2.0,1,-17.067500000000003,-12.908,-59.8745,-10.911833333333334,14.307500000000005,98.25,43.25,207.75,147.25,1,2025,-3.306,2025-01,0.5498,0.3623,29.249,14.4571,0.2099
Illupanatham_1,2025-02-01,11.5108,78.7581,-3.306,112,,,,0,-2.76,-17.067500000000003,-12.908,-7.711166666666667,-0.5460000000000003,5.75,98.25,43.25,104.0,2,2025,-4.541,2025-02,0.4822,0.2841,31.5089,6.9081,0.1442
Illupanatham_1,2025-03-01,11.5108,78.7581,-4.541,120,13.25,21.0,2.0,1,-3.306,-2.76,-17.067500000000003,-3.5356666666666663,-1.2350000000000003,,5.75,98.25,19.0,3,2025,-22.236,2025-03,0.5595,0.3725,34.3998,10.3484,0.1353
Illupanatham_1,2025-04-01,11.5108,78.7581,-22.236,118,14.0,7.0,2.0,1,-4.541,-3.306,-2.76,-10.027666666666669,-17.694999999999997,13.25,,5.75,27.25,4,2025,-18.439,2025-04,0.539,0.3562,35.1347,8.636,0.1204
Illupanatham_1,2025-05-01,11.5108,78.7581,-18.439,102,216.0,75.0,2.0,1,-22.236,-4.541,-3.306,-15.071999999999996,3.796999999999997,14.0,13.25,,243.25,5,2025,-7.076,2025-05,0.5031,0.3248,33.9255,8.7866,0.1949
Illupanatham_1,2025-06-01,11.5108,78.7581,-7.076,117,69.0,32.0,2.0,1,-18.439,-22.236,-4.541,-15.917,11.363,216.0,14.0,13.25,299.0,6,2025,-9.704,2025-06,0.4218,0.2683,35.8765,8.4222,0.1625
Illupanatham_1,2025-07-01,11.5108,78.7581,-9.704,103,16.25,15.0,2.0,1,-7.076,-18.439,-22.236,-11.739666666666666,-2.628000000000001,69.0,216.0,14.0,301.25,7,2025,-12.4395,2025-07,0.4087,0.2464,37.0863,8.8937,0.1552
Illupanatham_1,2025-08-01,11.5108,78.7581,-12.4395,102,84.25,46.0,2.0,1,-9.704,-7.076,-18.439,-9.739833333333332,-2.7354999999999983,16.25,69.0,216.0,169.5,8,2025,-14.693,2025-08,0.5135,0.3546,35.8525,11.4377,0.2336
Illupanatham_1,2025-09-01,11.5108,78.7581,-14.693,115,59.75,37.0,2.0,1,-12.4395,-9.704,-7.076,-12.278833333333331,-2.2535000000000007,84.25,16.25,69.0,160.25,9,2025,-9.3535,2025-09,0.6547,0.4705,33.9118,14.7012,0.2331
Illupanatham_1,2025-10-01,11.5108,78.7581,-9.3535,58,107.25,86.0,2.0,1,-14.693,-12.4395,-9.704,-12.162,5.339499999999999,59.75,84.25,16.25,251.25,10,2025,-8.327,2025-10,0.7139,0.5601,30.5581,18.3466,0.2805
Illupanatham_1,2025-11-01,11.5108,78.7581,-8.327,106,279.75,64.0,2.0,1,-9.3535,-14.693,-12.4395,-10.791166666666667,1.0265000000000004,107.25,59.75,84.25,446.75,11,2025,-5.4510000000000005,2025-11,0.724,0.4641,28.6941,18.6423,0.2376
Inam Bairoji,2025-02-01,11.55164,78.079346,-3.998,24,,,,0,-4.15,-4.205,-3.79,-4.117666666666668,0.1520000000000001,192.0,6.0,,198.0,2,2025,-3.997,2025-02,0.4883,0.2677,31.5601,8.8605,0.1245
Inam Bairoji,2025-03-01,11.55164,78.079346,-3.997,28,13.25,21.0,2.0,1,-3.998,-4.15,-4.205,-4.048333333333333,0.0010000000000003,,192.0,6.0,205.25,3,2025,-3.996,2025-03,0.4628,0.2808,34.2396,6.0427,0.1161
Inam Bairoji,2025-04-01,11.55164,78.079346,-3.996,76,14.0,7.0,2.0,1,-3.997,-3.998,-4.15,-3.997,0.0009999999999998,13.25,,192.0,27.25,4,2025,-3.9985,2025-04,0.5407,0.3476,33.4504,6.8666,0.1299
Inam Bairoji,2025-05-01,11.55164,78.079346,-3.9985,116,216.0,75.0,2.0,1,-3.996,-3.997,-3.998,-3.9971666666666663,-0.0024999999999999,14.0,13.25,,243.25,5,2025,-3.9945,2025-05,0.5883,0.3759,32.3048,10.5961,0.2041
Inam Bairoji,2025-06-01,11.55164,78.079346,-3.9945,24,69.0,32.0,2.0,1,-3.9985,-3.996,-3.997,-3.9963333333333337,0.004,216.0,14.0,13.25,299.0,6,2025,-4.117,2025-06,0.5995,0.402,30.9179,10.7312,0.1883
Inam Bairoji,2025-09-01,11.55164,78.079346,-4.117,25,59.75,37.0,2.0,1,-3.9945,-3.9985,-3.996,-4.036666666666666,-0.1225,69.0,216.0,14.0,344.75,9,2025,-4.227,2025-09,0.6408,0.4572,30.0034,16.4209,0.2158
Inam Bairoji,2025-10-01,11.55164,78.079346,-4.227,17,107.25,86.0,2.0,1,-4.117,-3.9945,-3.9985,-4.112833333333334,-0.1100000000000003,59.75,69.0,216.0,236.0,10,2025,-4.42,2025-10,0.6571,0.4509,29.3054,19.7447,0.2657
Inam Bairoji,2025-11-01,11.55164,78.079346,-4.42,23,279.75,64.0,2.0,1,-4.227,-4.117,-3.9945,-4.254666666666667,-0.1929999999999996,107.25,59.75,69.0,446.75,11,2025,-4.4695,2025-11,0.6693,0.469,28.6169,18.551,0.2092
Kadambur,2021-04-01,11.5033,78.5994,-12.795,119,,,,0,-10.181,-6.9625,-4.688000000000001,-9.9795,-2.6140000000000008,,,,,4,2021,-13.3235,2021-04,0.4734,0.292,36.3724,8.5799,0.1257
Kadambur,2021-05-01,11.5033,78.5994,-13.3235,82,,,,0,-12.795,-10.181,-6.9625,-12.099833333333333,-0.5284999999999993,,,,,5,2021,-13.02,2021-05,0.5048,0.3144,37.3734,8.8376,0.1519
Kadambur,2021-09-01,11.5033,78.5994,-13.02,92,3.5,1.0,1.0,1,-13.3235,-12.795,-10.181,-13.046166666666666,0.3034999999999996,,,,3.5,9,2021,-11.096,2021-09,0.7159,0.4486,34.5316,16.8411,0.2267
Kadambur,2021-10-01,11.5033,78.5994,-11.096,103,24.0,8.0,1.0,1,-13.02,-13.3235,-12.795,-12.479833333333332,1.9239999999999997,3.5,,,27.5,10,2021,-1.7005,2021-10,0.7391,0.5434,30.777,20.6114,0.2852
Kadambur,2021-11-01,11.5033,78.5994,-1.7005,56,152.0,111.0,2.0,1,-11.096,-13.02,-13.3235,-8.6055,9.3955,24.0,3.5,,179.5,11,2021,-2.789,2021-11,0.5674,0.3714,28.7845,19.1763,0.3559
Kadambur,2021-12-01,11.5033,78.5994,-2.789,74,6.5,2.0,1.0,1,-1.7005,-11.096,-13.02,-5.195166666666666,-1.0884999999999998,152.0,24.0,3.5,182.5,12,2021,-7.042,2021-12,0.6839,0.4211,28.2576,18.4186,0.3121
Kadambur,2022-01-01,11.5033,78.5994,-7.042,1,0.5,1.0,1.0,1,-2.789,-1.7005,-11.096,-3.843833333333333,-4.253,6.5,152.0,24.0,159.0,1,2022,-10.0935,2022-01,0.6245,0.3874,29.6441,18.7411,0.2337
Kadambur,2022-03-01,11.5033,78.5994,-10.0935,16,1900.25,14.0,2.0,1,-7.042,-2.789,-1.7005,-6.6415,-3.051499999999999,0.5,6.5,152.0,1907.25,3,2022,-12.1195,2022-03,0.4951,0.2822,34.215,9.9694,0.1332
Kadambur,2022-06-01,11.5033,78.5994,-12.1195,30,82.0,35.0,2.0,1,-10.0935,-7.042,-2.789,-9.751666666666669,-2.026,1900.25,0.5,6.5,1982.75,6,2022,-12.72,2022-06,0.6057,0.357,34.9303,12.7499,0.1874
Kadambur,2022-07-01,11.5033,78.5994,-12.72,124,53.0,55.0,2.0,1,-12.1195,-10.0935,-7.042,-11.64433333333333,-0.6005000000000003,82.0,1900.25,0.5,2035.25,7,2022,-12.737,2022-07,0.6022,0.4118,33.1893,13.6457,0.2163
Kadambur,2022-08-01,11.5033,78.5994,-12.737,122,214.75,92.0,2.0,1,-12.72,-12.1195,-10.0935,-12.5255,-0.0170000000000012,53.0,82.0,1900.25,349.75,8,2022,-12.7945,2022-08,0.633,0.4172,33.4555,17.3379,0.2458
Kadambur,2022-09-01,11.5033,78.5994,-12.7945,120,15.25,26.0,2.0,1,-12.737,-12.72,-12.1195,-12.7505,-0.0574999999999992,214.75,53.0,82.0,283.0,9,2022,-12.785,2022-09,0.4592,0.3019,34.997,17.4718,0.2429
Kadambur,2022-10-01,11.5033,78.5994,-12.785,120,126.5,64.0,2.0,1,-12.7945,-12.737,-12.72,-12.772166666666664,0.0094999999999991,15.25,214.75,53.0,356.5,10,2022,-11.857,2022-10,0.709,0.5146,30.2004,20.8629,0.2537
Kadambur,2022-11-01,11.5033,78.5994,-11.857,121,101.25,71.0,2.0,1,-12.785,-12.7945,-12.737,-12.478833333333332,0.9280000000000008,126.5,15.25,214.75,243.0,11,2022,-11.515,2022-11,0.6925,0.4633,28.6352,21.1988,0.2576
Kadambur,2022-12-01,11.5033,78.5994,-11.515,121,51.0,67.0,2.0,1,-11.857,-12.785,-12.7945,-12.052333333333332,0.3419999999999987,101.25,126.5,15.25,278.75,12,2022,-11.7835,2022-12,0.5909,0.3326,28.0602,16.0145,0.2533
Kadambur,2023-01-01,11.5033,78.5994,-11.7835,108,2.5,7.0,2.0,1,-11.515,-11.857,-12.785,-11.7185,-0.2684999999999995,51.0,101.25,126.5,154.75,1,2023,-12.935,2023-01,0.585,0.3569,29.0696,9.9263,0.1799
Kadambur,2023-02-01,11.5033,78.5994,-12.935,113,5.0,4.0,1.0,1,-11.7835,-11.515,-11.857,-12.077833333333336,-1.1515000000000004,2.5,51.0,101.25,58.5,2,2023,-13.13,2023-02,0.4932,0.2853,32.9944,7.2718,0.1433
Kadambur,2023-03-01,11.5033,78.5994,-13.13,110,48.75,17.0,2.0,1,-12.935,-11.7835,-11.515,-12.616166666666668,-0.1950000000000002,5.0,2.5,51.0,56.25,3,2023,-13.5815,2023-03,0.4904,0.3021,34.6722,8.8151,0.1358
Kadambur,2023-04-01,11.5033,78.5994,-13.5815,112,32.0,14.0,2.0,1,-13.13,-12.935,-11.7835,-13.2155,-0.4514999999999993,48.75,5.0,2.5,85.75,4,2023,-13.584,2023-04,0.4815,0.2642,38.6885,6.9989,0.1217
Kadambur,2023-05-01,11.5033,78.5994,-13.584,104,95.75,64.0,2.0,1,-13.5815,-13.13,-12.935,-13.431833333333335,-0.0024999999999995,32.0,48.75,5.0,176.5,5,2023,-13.544,2023-05,0.5864,0.3864,34.1177,15.1159,0.1769
Kadambur,2023-06-01,11.5033,78.5994,-13.544,122,35.5,20.0,2.0,1,-13.584,-13.5815,-13.13,-13.569833333333332,0.0399999999999991,95.75,32.0,48.75,163.25,6,2023,-13.484,2023-06,0.5731,0.3445,35.6134,14.8391,0.1657
Kadambur,2023-07-01,11.5033,78.5994,-13.484,124,51.25,60.0,2.0,1,-13.544,-13.584,-13.5815,-13.537333333333336,0.0600000000000005,35.5,95.75,32.0,182.5,7,2023,-13.425,2023-07,0.5114,0.323,36.3536,11.4193,0.1712
Kadambur,2023-08-01,11.5033,78.5994,-13.425,124,96.5,37.0,2.0,1,-13.484,-13.544,-13.584,-13.484333333333334,0.0589999999999992,51.25,35.5,95.75,183.25,8,2023,-12.8055,2023-08,0.6418,0.4082,34.6857,11.8322,0.1806
Kadambur,2023-09-01,11.5033,78.5994,-12.8055,120,262.5,90.0,2.0,1,-13.425,-13.484,-13.544,-13.238166666666666,0.6195000000000022,96.5,51.25,35.5,410.25,9,2023,-12.845,2023-09,0.6912,0.4796,32.6351,18.2135,0.2435
Kadambur,2023-10-01,11.5033,78.5994,-12.845,112,121.5,59.0,2.0,1,-12.8055,-13.425,-13.484,-13.025166666666664,-0.0395000000000003,262.5,96.5,51.25,480.5,10,2023,-10.513,2023-10,0.7361,0.4723,31.9157,19.1369,0.1863
Kadambur,2023-11-01,11.5033,78.5994,-10.513,120,127.0,92.0,2.0,1,-12.845,-12.8055,-13.425,-12.0545,2.331999999999999,121.5,262.5,96.5,511.0,11,2023,-11.1145,2023-11,0.7258,0.5043,27.2332,20.5496,0.2537
Kadambur,2023-12-01,11.5033,78.5994,-11.1145,122,4.5,9.0,2.0,1,-10.513,-12.845,-12.8055,-11.490833333333333,-0.6014999999999997,127.0,121.5,262.5,253.0,12,2023,-12.288,2023-12,0.6764,0.4143,27.7669,16.197,0.1982
Kadambur,2024-01-01,11.5033,78.5994,-12.288,122,21.25,20.0,2.0,1,-11.1145,-10.513,-12.845,-11.305166666666665,-1.1735000000000009,4.5,127.0,121.5,152.75,1,2024,-13.4385,2024-01,0.631,0.3834,28.8371,12.0051,0.166
Kadambur,2024-02-01,11.5033,78.5994,-13.4385,114,,,,0,-12.288,-11.1145,-10.513,-12.280333333333331,-1.150500000000001,21.25,4.5,127.0,25.75,2,2024,-13.44,2024-02,0.5001,0.2903,32.2404,7.437,0.1139
Kadambur,2024-03-01,11.5033,78.5994,-13.44,122,,,,0,-13.4385,-12.288,-11.1145,-13.0555,-0.0014999999999982,,21.25,4.5,21.25,3,2024,-13.409,2024-03,0.4426,0.2418,37.0532,5.5812,0.0891
Kadambur,2024-04-01,11.5033,78.5994,-13.409,118,6.0,2.0,1.0,1,-13.44,-13.4385,-12.288,-13.429166666666667,0.0309999999999988,,,21.25,6.0,4,2024,-13.3955,2024-04,0.379,0.234,40.0397,3.4869,0.0782
Kadambur,2024-05-01,11.5033,78.5994,-13.3955,122,192.0,72.0,2.0,1,-13.409,-13.44,-13.4385,-13.414833333333334,0.0135000000000005,6.0,,,198.0,5,2024,-12.7605,2024-05,0.4967,0.2666,38.3851,9.2607,0.1801
Kadambur,2024-06-01,11.5033,78.5994,-12.7605,120,131.0,63.0,2.0,1,-13.3955,-13.409,-13.44,-13.188333333333334,0.6349999999999998,192.0,6.0,,329.0,6,2024,-13.361,2024-06,0.6661,0.4483,33.8576,15.6392,0.2243
Kadambur,2024-07-01,11.5033,78.5994,-13.361,120,68.25,55.0,2.0,1,-12.7605,-13.3955,-13.409,-13.172333333333334,-0.6005000000000003,131.0,192.0,6.0,391.25,7,2024,-12.798,2024-07,0.5414,0.3579,36.4268,14.805,0.1726
Kadambur,2024-08-01,11.5033,78.5994,-12.798,108,197.75,95.0,2.0,1,-13.361,-12.7605,-13.3955,-12.973166666666666,0.5630000000000006,68.25,131.0,192.0,397.0,8,2024,-12.916,2024-08,0.6702,0.4479,31.4528,17.6335,0.2394
Kadambur,2024-09-01,11.5033,78.5994,-12.916,121,28.0,17.0,2.0,1,-12.798,-13.361,-12.7605,-13.025,-0.1180000000000003,197.75,68.25,131.0,294.0,9,2024,-12.309,2024-09,0.679,0.4192,33.8412,15.9208,0.1707
Kadambur,2024-10-01,11.5033,78.5994,-12.309,122,207.75,113.0,2.0,1,-12.916,-12.798,-13.361,-12.674333333333331,0.6070000000000011,28.0,197.75,68.25,433.5,10,2024,-12.895,2024-10,0.7657,0.5401,28.6893,22.0313,0.2526
Kadambur,2024-11-01,11.5033,78.5994,-12.895,115,43.25,50.0,2.0,1,-12.309,-12.916,-12.798,-12.706666666666663,-0.5860000000000003,207.75,28.0,197.75,279.0,11,2024,-9.968,2024-11,0.3775,0.2994,27.386,18.962,0.2239
Kadambur,2024-12-01,11.5033,78.5994,-9.968,119,98.25,86.0,2.0,1,-12.895,-12.309,-12.916,-11.723999999999998,2.927,43.25,207.75,28.0,349.25,12,2024,-11.2435,2024-12,0.7121,0.4768,25.9952,18.939,0.2647
Kadambur,2025-01-01,11.5033,78.5994,-11.2435,116,5.75,8.0,2.0,1,-9.968,-12.895,-12.309,-11.368833333333336,-1.275500000000001,98.25,43.25,207.75,147.25,1,2025,-12.926,2025-01,0.6385,0.4021,27.2229,15.8356,0.1954
Kadambur,2025-02-01,11.5033,78.5994,-12.926,112,,,,0,-11.2435,-9.968,-12.895,-11.379166666666668,-1.6824999999999992,5.75,98.25,43.25,104.0,2,2025,-12.931,2025-02,0.5291,0.2984,30.58,8.4225,0.1309
Kadambur,2025-03-01,11.5033,78.5994,-12.931,117,13.25,21.0,2.0,1,-12.926,-11.2435,-9.968,-12.366833333333334,-0.004999999999999,,5.75,98.25,19.0,3,2025,-13.4575,2025-03,0.5104,0.3071,33.5031,8.548,0.1212
Kullampatti,2021-04-01,11.5689,77.7936,-6.274,116,,,,0,-4.889,4.8315,3.9645,-2.1105,-1.3849999999999998,,,,,4,2021,-6.7275,2021-04,0.5023,0.3201,36.5376,8.1863,0.141
Kullampatti,2021-05-01,11.5689,77.7936,-6.7275,124,,,,0,-6.274,-4.889,4.8315,-5.9635,-0.4535,,,,,5,2021,-7.4885,2021-05,0.5605,0.3895,35.7901,12.2586,0.1583
Kullampatti,2021-06-01,11.5689,77.7936,-7.4885,120,,,,0,-6.7275,-6.274,-4.889,-6.830000000000001,-0.7610000000000001,,,,,6,2021,-8.313,2021-06,0.5754,0.3513,37.155,12.0944,0.1575
Kullampatti,2021-07-01,11.5689,77.7936,-8.313,116,,,,0,-7.4885,-6.7275,-6.274,-7.509666666666667,-0.8245000000000005,,,,,7,2021,-4.896,2021-07,0.5503,0.3636,34.6576,13.6592,0.2118
Kullampatti,2021-08-01,11.5689,77.7936,-4.896,125,,,,0,-8.313,-7.4885,-6.7275,-6.899166666666667,3.4170000000000007,,,,,8,2021,-2.8205,2021-08,0.5436,0.3722,37.1222,13.8695,0.1837
Kullampatti,2021-09-01,11.5689,77.7936,-2.8205,94,3.5,1.0,1.0,1,-4.896,-8.313,-7.4885,-5.343166666666666,2.0755,,,,3.5,9,2021,-1.331,2021-09,0.5923,0.357,33.6099,14.5154,0.2234
Kullampatti,2021-11-01,11.5689,77.7936,-1.331,114,152.0,111.0,2.0,1,-2.8205,-4.896,-8.313,-3.015833333333333,1.4895,3.5,,,155.5,11,2021,-1.257,2021-11,0.3946,0.2848,26.4284,19.1275,0.3346
Kullampatti,2021-12-01,11.5689,77.7936,-1.257,11,6.5,2.0,1.0,1,-1.331,-2.8205,-4.896,-1.8028333333333333,0.074,152.0,3.5,,162.0,12,2021,-1.945,2021-12,0.6403,0.4051,29.0501,17.571,0.2695
Kullampatti,2022-01-01,11.5689,77.7936,-1.945,1,0.5,1.0,1.0,1,-1.257,-1.331,-2.8205,-1.511,-0.6880000000000002,6.5,152.0,3.5,159.0,1,2022,-3.6965,2022-01,0.5312,0.3353,29.2178,15.714,0.2035
Kullampatti,2022-02-01,11.5689,77.7936,-3.6965,26,,,,0,-1.945,-1.257,-1.331,-2.2995,-1.7515000000000005,0.5,6.5,152.0,7.0,2,2022,-4.4905,2022-02,0.4287,0.2549,35.2539,8.8938,0.1305
Kullampatti,2022-03-01,11.5689,77.7936,-4.4905,120,1900.25,14.0,2.0,1,-3.6965,-1.945,-1.257,-3.377333333333334,-0.7939999999999996,,0.5,6.5,1900.75,3,2022,-5.572,2022-03,0.3909,0.242,37.8968,6.005,0.1182
Kullampatti,2022-04-01,11.5689,77.7936,-5.572,115,79.25,38.0,2.0,1,-4.4905,-3.6965,-1.945,-4.586333333333333,-1.0815,1900.25,,0.5,1979.5,4,2022,-3.749,2022-04,0.4828,0.3154,36.5872,9.131,0.1453
Kullampatti,2022-05-01,11.5689,77.7936,-3.749,27,24.0,2.0,1.0,1,-5.572,-4.4905,-3.6965,-4.603833333333333,1.823,79.25,1900.25,,2003.5,5,2022,-4.339,2022-05,0.6136,0.3942,32.674,14.5931,0.2102
Kullampatti,2022-06-01,11.5689,77.7936,-4.339,120,82.0,35.0,2.0,1,-3.749,-5.572,-4.4905,-4.553333333333334,-0.5900000000000003,24.0,79.25,1900.25,185.25,6,2022,-4.963,2022-06,0.5937,0.3865,34.0515,15.3647,0.2002
Kullampatti,2022-07-01,11.5689,77.7936,-4.963,125,53.0,55.0,2.0,1,-4.339,-3.749,-5.572,-4.350333333333334,-0.6239999999999997,82.0,24.0,79.25,159.0,7,2022,-2.5355,2022-07,0.5857,0.4036,33.1885,15.0375,0.2101
Kullampatti,2022-08-01,11.5689,77.7936,-2.5355,124,214.75,92.0,2.0,1,-4.963,-4.339,-3.749,-3.945833333333333,2.4275,53.0,82.0,24.0,349.75,8,2022,-2.005,2022-08,0.6019,0.3993,31.6843,18.28,0.2533
Kullampatti,2022-09-01,11.5689,77.7936,-2.005,120,15.25,26.0,2.0,1,-2.5355,-4.963,-4.339,-3.167833333333333,0.5305,214.75,53.0,82.0,283.0,9,2022,-1.3295,2022-09,0.4866,0.3201,34.7183,19.1284,0.2515
Kullampatti,2022-10-01,11.5689,77.7936,-1.3295,124,126.5,64.0,2.0,1,-2.005,-2.5355,-4.963,-1.9566666666666663,0.6755,15.25,214.75,53.0,356.5,10,2022,-1.1324999999999998,2022-10,0.5886,0.4026,30.2851,18.8437,0.2671
Kullampatti,2022-11-01,11.5689,77.7936,-1.1324999999999998,118,101.25,71.0,2.0,1,-1.3295,-2.005,-2.5355,-1.489,0.197,126.5,15.25,214.75,243.0,11,2022,-1.2105,2022-11,0.6313,0.3904,28.9365,19.8899,0.2661
Kullampatti,2022-12-01,11.5689,77.7936,-1.2105,114,51.0,67.0,2.0,1,-1.1324999999999998,-1.3295,-2.005,-1.2241666666666666,-0.0780000000000002,101.25,126.5,15.25,278.75,12,2022,-1.363,2022-12,0.6671,0.4001,28.5039,16.3497,0.2585
Kullampatti,2023-01-01,11.5689,77.7936,-1.363,73,2.5,7.0,2.0,1,-1.2105,-1.1324999999999998,-1.3295,-1.2353333333333334,-0.1524999999999998,51.0,101.25,126.5,154.75,1,2023,-2.462,2023-01,0.5313,0.3242,29.4221,10.5302,0.1819
Kullampatti,2023-02-01,11.5689,77.7936,-2.462,7,5.0,4.0,1.0,1,-1.363,-1.2105,-1.1324999999999998,-1.6785000000000003,-1.0990000000000002,2.5,51.0,101.25,58.5,2,2023,-3.19,2023-02,0.4015,0.2641,34.3996,6.0201,0.1344
Kullampatti,2023-03-01,11.5689,77.7936,-3.19,29,48.75,17.0,2.0,1,-2.462,-1.363,-1.2105,-2.3383333333333334,-0.7279999999999998,5.0,2.5,51.0,56.25,3,2023,-8.119,2023-03,0.4165,0.2452,36.6398,5.3018,0.1295
Kullampatti,2023-07-01,11.5689,77.7936,-8.119,80,51.25,60.0,2.0,1,-3.19,-2.462,-1.363,-4.590333333333334,-4.929,48.75,5.0,2.5,105.0,7,2023,-9.355,2023-07,0.5296,0.3708,35.6658,11.962,0.1694
Kullampatti,2023-08-01,11.5689,77.7936,-9.355,124,96.5,37.0,2.0,1,-8.119,-3.19,-2.462,-6.888000000000001,-1.2360000000000009,51.25,48.75,5.0,196.5,8,2023,-8.535499999999999,2023-08,0.5357,0.3322,36.577,9.8387,0.156
Kullampatti,2023-09-01,11.5689,77.7936,-8.535499999999999,118,262.5,90.0,2.0,1,-9.355,-8.119,-3.19,-8.669833333333333,0.8195000000000014,96.5,51.25,48.75,410.25,9,2023,-6.777,2023-09,0.5932,0.3854,33.1676,13.6034,0.2291
Kullampatti,2023-10-01,11.5689,77.7936,-6.777,106,121.5,59.0,2.0,1,-8.535499999999999,-9.355,-8.119,-8.2225,1.7584999999999988,262.5,96.5,51.25,480.5,10,2023,-6.8165,2023-10,0.5922,0.3917,32.3281,14.4945,0.1876
Kullampatti,2023-11-01,11.5689,77.7936,-6.8165,26,127.0,92.0,2.0,1,-6.777,-8.535499999999999,-9.355,-7.376333333333332,-0.0394999999999994,121.5,262.5,96.5,511.0,11,2023,-5.355,2023-11,0.6193,0.4056,29.509,16.3656,0.2456
Kullampatti,2023-12-01,11.5689,77.7936,-5.355,120,4.5,9.0,2.0,1,-6.8165,-6.777,-8.535499999999999,-6.316166666666667,1.4614999999999991,127.0,121.5,262.5,253.0,12,2023,-6.3715,2023-12,0.6386,0.4036,30.1192,11.5993,0.1929
Kullampatti,2024-01-01,11.5689,77.7936,-6.3715,120,21.25,20.0,2.0,1,-5.355,-6.8165,-6.777,-6.181,-1.0164999999999995,4.5,127.0,121.5,152.75,1,2024,-8.2225,2024-01,0.5253,0.3444,30.0582,10.2439,0.1594
Kullampatti,2024-02-01,11.5689,77.7936,-8.2225,112,,,,0,-6.3715,-5.355,-6.8165,-6.649666666666668,-1.851,21.25,4.5,127.0,25.75,2,2024,-10.111,2024-02,0.4439,0.2805,34.362,6.7836,0.111
Kullampatti,2024-03-01,11.5689,77.7936,-10.111,122,,,,0,-8.2225,-6.3715,-5.355,-8.235000000000001,-1.8885000000000003,,21.25,4.5,21.25,3,2024,-6.1895,2024-03,0.3818,0.229,37.4355,3.4071,0.0921
Kullampatti,2024-04-01,11.5689,77.7936,-6.1895,120,6.0,2.0,1.0,1,-10.111,-8.2225,-6.3715,-8.174333333333333,3.921500000000001,,,21.25,6.0,4,2024,-8.3405,2024-04,0.3909,0.2456,39.0122,3.5785,0.0939
Kullampatti,2024-05-01,11.5689,77.7936,-8.3405,122,192.0,72.0,2.0,1,-6.1895,-10.111,-8.2225,-8.213666666666667,-2.1510000000000007,6.0,,,198.0,5,2024,-9.62,2024-05,0.5173,0.3314,36.3478,10.0231,0.1934
Kullampatti,2024-06-01,11.5689,77.7936,-9.62,118,131.0,63.0,2.0,1,-8.3405,-6.1895,-10.111,-8.05,-1.2795000000000003,192.0,6.0,,329.0,6,2024,-9.003499999999999,2024-06,0.6152,0.4214,33.5321,13.9776,0.2105
Kullampatti,2024-07-01,11.5689,77.7936,-9.003499999999999,120,68.25,55.0,2.0,1,-9.62,-8.3405,-6.1895,-8.988000000000001,0.616500000000002,131.0,192.0,6.0,391.25,7,2024,-3.9215,2024-07,0.5689,0.423,31.879,14.8662,0.1927
Kullampatti,2024-08-01,11.5689,77.7936,-3.9215,110,197.75,95.0,2.0,1,-9.003499999999999,-9.62,-8.3405,-7.515000000000001,5.081999999999999,68.25,131.0,192.0,397.0,8,2024,-2.6415,2024-08,0.6316,0.4055,30.6099,18.3748,0.2345
Kullampatti,2024-09-01,11.5689,77.7936,-2.6415,120,28.0,17.0,2.0,1,-3.9215,-9.003499999999999,-9.62,-5.188833333333332,1.2800000000000002,197.75,68.25,131.0,294.0,9,2024,-2.109,2024-09,0.5518,0.3437,33.4694,14.7343,0.1687
Kullampatti,2024-10-01,11.5689,77.7936,-2.109,124,207.75,113.0,2.0,1,-2.6415,-3.9215,-9.003499999999999,-2.8906666666666667,0.5324999999999998,28.0,197.75,68.25,433.5,10,2024,-1.961,2024-10,0.63,0.4264,29.4628,18.9618,0.2662
Kullampatti,2024-11-01,11.5689,77.7936,-1.961,120,43.25,50.0,2.0,1,-2.109,-2.6415,-3.9215,-2.2371666666666665,0.1480000000000001,207.75,28.0,197.75,279.0,11,2024,-1.8955,2024-11,0.6555,0.4982,26.6977,15.2704,0.2245
